37,37
28,28
34,34
79,79
50,50
66,66
34,34
8,8
32,32
97,97
9,9
45,45
67,67
23,23
29,29
82,82
14,14
61,61
36,36
99,99
42,42
13,13
44,44
3,3
5,5
13,13
28,28
28,28
24,24
92,92
22,22
60,60
35,35
96,96
60,60
18,18
52,52
6,6
14,14
40,40
77,77
26,26
93,93
89,89
77,77
1,1
46,46
70,70
24,24
89,89
27,27
21,21
5,5
33,33
75,75
77,77
23,23
11,11
44,44
86,86
68,68
92,92
63,63
100,100
9,9
97,97
27,27
93,93
12,12
52,52
39,39
25,25
56,56
65,65
99,99
94,94
56,56
60,60
26,26
4,4
14,14
41,41
58,58
6,6
81,81
42,42
65,65
89,89
96,96
3,3
89,89
62,62
96,96
23,23
36,36
81,81
32,32
96,96
86,86
77,77
58,58
13,13
75,75
24,24
97,97
8,8
83,83
43,43
14,14
21,21
62,62
33,33
101,101
23,23
27,27
64,64
33,33
71,71
24,24
62,62
4,4
11,11
39,39
95,95
4,4
90,90
17,17
7,7
7,7
55,55
29,29
28,28
71,71
73,73
24,24
41,41
97,97
4,4
23,23
72,72
45,45
51,51
82,82
78,78
16,16
67,67
80,80
59,59
2,2
89,89
75,75
8,8
49,49
88,88
16,16
101,101
57,57
3,3
87,87
63,63
64,64
68,68
70,70
49,49
35,35
1,1
99,99
100,100
26,26
85,85
7,7
22,22
6,6
85,85
64,64
61,61
0,0
48,48
51,51
54,54
82,82
45,45
70,70
33,33
16,16
86,86
34,34
82,82
17,17
68,68
1,1
57,57
32,32
88,88
42,42
43,43
86,86
1,1
44,44
51,51
62,62
45,45
51,51
101,101
33,33
57,57
31,31
66,66
53,53
69,69
47,47
41,41
80,80
79,79
42,42
38,38
78,78
71,71
6,6
53,53
10,10
22,22
70,70
101,101
52,52
42,42
89,89
39,39
23,23
50,50
81,81
1,1
51,51
73,73
57,57
23,23
58,58
43,43
62,62
49,49
64,64
89,89
75,75
7,7
12,12
3,3
10,10
38,38
66,66
79,79
88,88
97,97
26,26
62,62
65,65
36,36
34,34
90,90
18,18
75,75
27,27
20,20
10,10
25,25
0,0
74,74
9,9
84,84
62,62
59,59
33,33
37,37
55,55
99,99
33,33
64,64
36,36
30,30
31,31
85,85
64,64
97,97
10,10
39,39
12,12
12,12
36,36
52,52
13,13
61,61
76,76
48,48
68,68
45,45
73,73
56,56
87,87
27,27
71,71
14,14
84,84
46,46
10,10
87,87
93,93
11,11
34,34
28,28
14,14
86,86
32,32
37,37
33,33
23,23
81,81
9,9
72,72
10,10
11,11
37,37
94,94
36,36
55,55
5,5
78,78
31,31
16,16
87,87
3,3
46,46
3,3
44,44
1,1
38,38
78,78
28,28
49,49
80,80
18,18
101,101
33,33
62,62
59,59
91,91
43,43
0,0
65,65
71,71
18,18
45,45
41,41
46,46
33,33
92,92
30,30
91,91
100,100
59,59
83,83
42,42
52,52
10,10
86,86
7,7
34,34
94,94
35,35
92,92
50,50
38,38
38,38
91,91
0,0
69,69
20,20
53,53
31,31
5,5
95,95
93,93
98,98
60,60
13,13
27,27
37,37
38,38
71,71
83,83
13,13
18,18
3,3
19,19
21,21
77,77
18,18
88,88
76,76
68,68
71,71
4,4
7,7
44,44
101,101
32,32
90,90
88,88
67,67
56,56
11,11
60,60
10,10
76,76
36,36
8,8
79,79
11,11
16,16
69,69
60,60
37,37
91,91
79,79
68,68
5,5
23,23
8,8
28,28
59,59
4,4
23,23
62,62
69,69
32,32
96,96
6,6
77,77
1,1
93,93
85,85
3,3
29,29
43,43
87,87
26,26
31,31
29,29
23,23
13,13
80,80
38,38
66,66
21,21
54,54
14,14
27,27
91,91
97,97
17,17
97,97
43,43
23,23
44,44
35,35
44,44
41,41
68,68
89,89
85,85
2,2
8,8
85,85
72,72
53,53
47,47
21,21
41,41
20,20
11,11
34,34
2,2
78,78
36,36
82,82
82,82
0,0
83,83
27,27
27,27
67,67
56,56
44,44
88,88
59,59
74,74
67,67
37,37
40,40
89,89
78,78
13,13
50,50
64,64
94,94
32,32
46,46
67,67
45,45
1,1
71,71
55,55
7,7
77,77
49,49
13,13
86,86
83,83
71,71
63,63
19,19
57,57
96,96
84,84
32,32
94,94
4,4
34,34
27,27
20,20
73,73
74,74
66,66
33,33
85,85
12,12
86,86
0,0
0,0
14,14
62,62
64,64
80,80
4,4
5,5
74,74
84,84
67,67
11,11
17,17
100,100
101,101
11,11
88,88
12,12
58,58
64,64
49,49
49,49
8,8
13,13
66,66
7,7
2,2
55,55
76,76
73,73
81,81
25,25
73,73
77,77
96,96
40,40
91,91
55,55
41,41
15,15
47,47
17,17
57,57
16,16
24,24
72,72
97,97
90,90
36,36
3,3
93,93
16,16
51,51
49,49
50,50
69,69
7,7
65,65
36,36
23,23
79,79
4,4
69,69
32,32
79,79
46,46
54,54
91,91
64,64
59,59
75,75
6,6
76,76
42,42
20,20
76,76
48,48
11,11
97,97
50,50
45,45
78,78
100,100
71,71
22,22
28,28
12,12
46,46
74,74
29,29
98,98
81,81
92,92
58,58
11,11
14,14
14,14
60,60
81,81
40,40
44,44
58,58
65,65
3,3
4,4
56,56
42,42
35,35
71,71
100,100
54,54
49,49
11,11
2,2
44,44
89,89
6,6
12,12
91,91
0,0
61,61
33,33
100,100
63,63
78,78
100,100
48,48
64,64
47,47
8,8
47,47
53,53
90,90
3,3
70,70
93,93
20,20
36,36
70,70
68,68
14,14
38,38
2,2
78,78
89,89
59,59
1,1
53,53
66,66
0,0
53,53
68,68
44,44
85,85
1,1
37,37
45,45
1,1
21,21
65,65
92,92
80,80
29,29
15,15
88,88
85,85
36,36
17,17
52,52
77,77
80,80
99,99
81,81
54,54
55,55
29,29
15,15
63,63
19,19
50,50
65,65
51,51
39,39
72,72
64,64
63,63
24,24
0,0
8,8
83,83
41,41
9,9
81,81
84,84
35,35
6,6
19,19
71,71
1,1
13,13
72,72
12,12
94,94
70,70
34,34
0,0
2,2
43,43
23,23
5,5
46,46
27,27
82,82
35,35
35,35
2,2
27,27
6,6
15,15
8,8
63,63
76,76
80,80
7,7
92,92
64,64
63,63
34,34
20,20
89,89
86,86
95,95
91,91
3,3
65,65
88,88
22,22
54,54
80,80
71,71
0,0
71,71
80,80
67,67
53,53
44,44
75,75
14,14
61,61
82,82
63,63
92,92
87,87
16,16
63,63
81,81
84,84
90,90
61,61
25,25
48,48
11,11
91,91
19,19
77,77
34,34
54,54
90,90
14,14
14,14
87,87
38,38
44,44
45,45
75,75
21,21
84,84
82,82
59,59
1,1
56,56
10,10
69,69
49,49
61,61
12,12
11,11
79,79
85,85
33,33
96,96
17,17
23,23
34,34
57,57
66,66
95,95
64,64
34,34
69,69
43,43
81,81
54,54
91,91
89,89
77,77
60,60
87,87
72,72
69,69
21,21
95,95
76,76
34,34
54,54
41,41
74,74
36,36
18,18
1,1
61,61
42,42
32,32
15,15
45,45
51,51
61,61
7,7
62,62
99,99
58,58
2,2
45,45
65,65
59,59
36,36
55,55
21,21
69,69
41,41
27,27
6,6
89,89
92,92
40,40
54,54
101,101
7,7
72,72
14,14
1,1
31,31
8,8
95,95
23,23
25,25
0,0
18,18
5,5
39,39
88,88
3,3
35,35
50,50
50,50
67,67
43,43
44,44
20,20
64,64
19,19
43,43
13,13
83,83
60,60
70,70
87,87
9,9
56,56
52,52
95,95
93,93
85,85
6,6
40,40
31,31
26,26
53,53
48,48
69,69
67,67
88,88
93,93
32,32
42,42
23,23
100,100
33,33
62,62
34,34
61,61
28,28
77,77
85,85
67,67
4,4
39,39
11,11
22,22
66,66
65,65
47,47
27,27
95,95
33,33
97,97
60,60
8,8
61,61
73,73
31,31
94,94
39,39
84,84
36,36
69,69
47,47
13,13
71,71
87,87
95,95
74,74
26,26
33,33
5,5
77,77
67,67
50,50
34,34
39,39
48,48
98,98
71,71
55,55
18,18
97,97
85,85
10,10
70,70
50,50
41,41
27,27
92,92
72,72
68,68
27,27
45,45
63,63
93,93
85,85
66,66
42,42
57,57
88,88
46,46
97,97
14,14
64,64
81,81
33,33
100,100
44,44
18,18
24,24
13,13
55,55
80,80
41,41
97,97
81,81
34,34
8,8
29,29
83,83
85,85
91,91
91,91
35,35
71,71
65,65
3,3
4,4
30,30
34,34
35,35
67,67
42,42
55,55
34,34
39,39
15,15
7,7
41,41
38,38
82,82
39,39
71,71
23,23
30,30
55,55
92,92
59,59
4,4
8,8
25,25
87,87
15,15
44,44
46,46
96,96
20,20
57,57
80,80
79,79
101,101
37,37
34,34
21,21
97,97
82,82
100,100
67,67
76,76
8,8
27,27
13,13
47,47
60,60
28,28
7,7
29,29
75,75
95,95
95,95
89,89
40,40
6,6
92,92
82,82
9,9
73,73
56,56
76,76
74,74
58,58
10,10
71,71
68,68
45,45
10,10
67,67
10,10
82,82
0,0
16,16
73,73
101,101
42,42
14,14
66,66
88,88
75,75
59,59
42,42
21,21
89,89
95,95
42,42
98,98
78,78
59,59
97,97
97,97
74,74
2,2
33,33
80,80
90,90
87,87
52,52
62,62
75,75
76,76
33,33
54,54
72,72
83,83
28,28
36,36
72,72
63,63
17,17
39,39
61,61
100,100
0,0
92,92
100,100
66,66
83,83
60,60
52,52
88,88
47,47
70,70
77,77
90,90
66,66
18,18
43,43
29,29
86,86
63,63
30,30
95,95
32,32
90,90
27,27
63,63
68,68
98,98
89,89
59,59
15,15
31,31
82,82
14,14
59,59
49,49
85,85
40,40
28,28
81,81
36,36
97,97
52,52
51,51
11,11
78,78
54,54
75,75
19,19
80,80
24,24
49,49
79,79
21,21
32,32
51,51
2,2
20,20
54,54
7,7
98,98
93,93
4,4
36,36
23,23
47,47
48,48
0,0
15,15
48,48
35,35
80,80
32,32
2,2
78,78
11,11
63,63
35,35
3,3
41,41
87,87
100,100
40,40
54,54
63,63
51,51
70,70
24,24
26,26
52,52
78,78
88,88
60,60
6,6
89,89
62,62
56,56
19,19
36,36
80,80
71,71
81,81
92,92
0,0
29,29
62,62
52,52
68,68
4,4
1,1
86,86
57,57
76,76
11,11
67,67
47,47
99,99
47,47
99,99
58,58
25,25
27,27
77,77
100,100
42,42
4,4
41,41
61,61
60,60
95,95
4,4
99,99
59,59
15,15
56,56
101,101
88,88
11,11
48,48
46,46
25,25
100,100
85,85
64,64
25,25
65,65
86,86
95,95
46,46
40,40
49,49
67,67
27,27
76,76
63,63
21,21
4,4
64,64
92,92
88,88
95,95
55,55
54,54
81,81
56,56
11,11
24,24
85,85
90,90
69,69
70,70
30,30
36,36
25,25
51,51
51,51
43,43
8,8
22,22
85,85
52,52
69,69
41,41
94,94
62,62
19,19
14,14
23,23
40,40
38,38
60,60
35,35
32,32
43,43
15,15
83,83
6,6
94,94
47,47
72,72
40,40
64,64
64,64
58,58
93,93
64,64
83,83
95,95
23,23
85,85
93,93
50,50
89,89
43,43
79,79
100,100
57,57
62,62
44,44
83,83
36,36
90,90
40,40
25,25
14,14
66,66
18,18
28,28
37,37
97,97
61,61
45,45
43,43
61,61
85,85
33,33
88,88
40,40
10,10
7,7
0,0
41,41
73,73
75,75
41,41
73,73
61,61
78,78
96,96
49,49
69,69
22,22
30,30
77,77
90,90
26,26
84,84
32,32
25,25
51,51
96,96
2,2
76,76
13,13
96,96
100,100
5,5
17,17
77,77
43,43
94,94
36,36
87,87
80,80
65,65
28,28
5,5
33,33
94,94
36,36
10,10
32,32
66,66
62,62
1,1
60,60
52,52
34,34
17,17
34,34
46,46
42,42
53,53
11,11
16,16
42,42
8,8
95,95
74,74
79,79
7,7
18,18
20,20
17,17
44,44
89,89
86,86
14,14
65,65
34,34
39,39
94,94
15,15
94,94
71,71
65,65
99,99
88,88
42,42
78,78
51,51
73,73
89,89
91,91
25,25
26,26
84,84
25,25
58,58
16,16
22,22
27,27
87,87
18,18
51,51
90,90
37,37
64,64
91,91
35,35
59,59
75,75
100,100
53,53
50,50
14,14
63,63
12,12
83,83
86,86
67,67
7,7
25,25
47,47
89,89
60,60
101,101
31,31
14,14
52,52
7,7
82,82
101,101
0,0
75,75
73,73
1,1
64,64
52,52
30,30
41,41
5,5
25,25
31,31
51,51
91,91
42,42
76,76
53,53
48,48
29,29
46,46
29,29
82,82
7,7
15,15
67,67
92,92
55,55
18,18
29,29
44,44
95,95
79,79
96,96
66,66
68,68
85,85
39,39
5,5
61,61
44,44
30,30
94,94
3,3
80,80
78,78
7,7
10,10
85,85
11,11
6,6
51,51
70,70
87,87
71,71
91,91
65,65
38,38
98,98
52,52
99,99
48,48
57,57
6,6
94,94
81,81
19,19
78,78
39,39
73,73
82,82
16,16
19,19
101,101
55,55
77,77
37,37
87,87
101,101
94,94
0,0
44,44
6,6
56,56
34,34
7,7
77,77
29,29
101,101
84,84
35,35
7,7
14,14
93,93
77,77
66,66
37,37
78,78
46,46
33,33
96,96
53,53
1,1
6,6
62,62
48,48
19,19
80,80
70,70
91,91
49,49
63,63
48,48
17,17
86,86
25,25
65,65
36,36
96,96
63,63
82,82
11,11
51,51
81,81
56,56
74,74
95,95
13,13
87,87
73,73
55,55
50,50
34,34
1,1
10,10
4,4
13,13
38,38
48,48
59,59
30,30
19,19
77,77
23,23
17,17
42,42
25,25
18,18
13,13
3,3
93,93
72,72
29,29
56,56
39,39
27,27
68,68
68,68
79,79
37,37
87,87
85,85
17,17
17,17
6,6
52,52
88,88
86,86
